date,open,high,low,close,volume,% daily gain/loss,avg daily price,usd traded
2017-02-10,987.431,1010.68,920.0,987.1,64033.664982787,-0.03352132959163903,965.34,61814258.1544836
2017-02-11,995.49,1028.28,964.66,992.31,27810.748059038,-0.3194406774553299,996.47,27712576.118389595
2017-02-12,992.31,1022.89,983.5,1000.73,13861.128046239,0.8485251584686311,1003.2,13905483.655986967
2017-02-13,1001.59,1021.5,958.88,1000.36,28432.244496557,-0.12280474046266618,990.19,28153324.178045776
2017-02-14,1000.74,1033.17,974.51,992.907,38062.882104547,-0.7827207866178998,1003.84,38209043.57182846
2017-02-15,1013.92,1029.0,987.54,995.498,20871.456284443,-1.8169086318447127,1008.27,21044063.227915343
2017-02-16,995.498,1057.91,995.0,1032.7,37987.241183775,3.73702408241905,1026.46,38992383.585497685
2017-02-17,1038.95,1075.32,1008.0,1056.2,46021.594480089,1.660330141007748,1041.66,47938854.10612951
2017-02-18,1033.511,1079.44,1028.0,1062.15,26989.74096679,2.771039688982519,1053.72,28439629.85152596
2017-02-19,1031.9,1073.66,1020.0,1033.595,16846.65174123,0.16426010272312588,1046.83,17635580.442271803
2017-02-20,1033.595,1110.0,1025.005,1089.82,28763.929519408,5.4397515467857245,1067.5,30705494.76196804
2017-02-21,1084.0,1134.0,1055.179,1090.385,60095.240405655,0.5890221402214014,1094.59,65779649.1956259
2017-02-22,1090.965,1150.96,1063.73,1128.71,47440.563726764,3.4597810195560923,1107.34,52532833.83719484
2017-02-23,1130.02,1197.0,1087.89,1141.831,65362.260141118,1.0452027397745103,1142.45,74673114.09822026
2017-02-24,1183.53,1239.0,1056.658,1185.4,102342.973209811,0.15800190954180446,1147.83,117472334.93941735
2017-02-25,1147.123,1198.52,1100.0,1158.0,39538.330935236,0.9481982315758599,1149.26,45439822.21062933
2017-02-26,1157.98,1191.5,1124.99,1142.201,27089.019212317,-1.3626314789547311,1158.24,31375585.612474043
2017-02-27,1180.96,1210.86,1142.414,1195.81,30862.690867907,1.2574515648286064,1176.64,36314276.5828141
2017-02-28,1195.7,1217.68,1160.17,1189.1,42223.133798215,-0.5519779208831761,1188.93,50200350.46671176
2017-03-01,1177.0,1239.49,1085.71,1230.0,49630.377557374,4.502973661852167,1162.6,57700276.948203005
2017-03-02,1233.7,1345.44,1195.0,1269.17,69019.203546416,2.8750911891059436,1270.22,87669572.72872853
2017-03-03,1258.5,1304.99,1224.0,1289.2,53842.918290046,2.4394119984108102,1264.49,68083831.74858026
2017-03-04,1289.2,1309.1,1221.4,1273.97,34913.024519008,-1.1813527769159182,1265.25,44173704.27267487
2017-03-05,1273.94,1297.54,1235.0,1255.608,23915.988292988,-1.4390002668885589,1266.27,30284098.495761916
2017-03-06,1255.608,1298.99,1250.0,1256.201,28588.646024668,0.04722811578136445,1274.49,36435943.47197912
2017-03-07,1279.3,1296.72,1050.0,1226.998,83702.278266158,-4.088329555225507,1173.36,98212905.22637914
2017-03-08,1233.86,1251.93,1121.0,1151.14,96528.088041906,-6.704164167733763,1186.47,114527680.61908022
2017-03-09,1151.0,1216.53,1105.0,1190.89,54841.616519857,3.465682015638584,1160.76,63657954.791589215
2017-03-10,1190.99,1587.32,956.85,1115.4,184998.608383634,-6.346820712180616,1272.08,235333029.75265315
2017-03-11,1111.92,1219.0,1091.0,1166.5,65903.012261349,4.908626519893511,1155.0,76117979.16185808
2017-03-12,1188.11,1245.16,1138.0,1206.301,41589.815557768,1.5310871888966537,1191.58,49557592.422325194
2017-03-13,1235.27,1273.69,1180.0,1245.49,52629.104199457,0.8273494863471166,1226.84,64567490.19606182
2017-03-14,1242.46,1277.08,1209.5,1230.701,42727.226059008,-0.9464288588767457,1243.29,53122332.88690405
2017-03-15,1244.4,1275.91,0.14,1263.0,35262.751095995,1.494696239151391,638.03,22498693.081777688
2017-03-16,1258.75,1280.35,1025.0,1172.62,102812.926571954,-6.842502482621657,1152.68,118510404.20095994
2017-03-17,1169.1,1217.9971255267837,983.9,1070.4,137071.209366002,-8.442391583269167,1100.95,150908547.9514999
2017-03-18,1067.8,1164.0,919.44,971.5,197495.314709072,-9.018542798276826,1041.72,205734819.23873448
2017-03-19,971.53,1135.0,943.896,1020.48,104963.4493395,5.0384445153520785,1039.45,109104257.41594328
2017-03-20,1016.1,1091.664,902.0,1040.0,68988.330472665,2.3521306957976553,996.83,68769637.46506666
2017-03-21,1040.5,1161.1885892,1029.999,1114.39,93185.694450133,7.101393560788092,1095.59,102093314.98262121
2017-03-22,1109.99,1161.0,975.626,1060.28,115369.715686126,-4.478418724493017,1068.31,123250620.96464527
2017-03-23,1039.3,1106.63536239,1006.4,1054.75,67247.949964566,1.4865775040892952,1056.52,71048804.09656326
2017-03-24,1054.77,1096.0,911.23,938.48,144425.212690467,-11.02515240289352,1003.62,144948031.96040648
2017-03-25,942.14,1077.965,881.891,981.999,129190.532087899,4.230687583586308,979.93,126597678.10889487
2017-03-26,982.0010101,1050.0,923.005,968.9,88762.840771705,-1.3341137091769324,986.5,87564542.42128699
2017-03-27,974.25,1079.999999,945.24,1053.745,94199.441755717,8.159609956376688,1012.62,95388238.71067414
2017-03-28,1053.745,1093.5,1010.0,1043.333,79869.682191738,-0.9880948426801369,1051.75,84002938.24516045
2017-03-29,1043.332,1075.0,1001.56,1041.8,82966.487900048,-0.14683724835432563,1038.28,86142445.05686183
2017-03-30,1043.09,1082.73,1015.3,1042.34,79768.155316891,-0.071901753444094,1049.01,83677592.60897183
2017-03-31,1036.998,1102.02,1029.2,1088.99,96328.558678974,5.013703015820663,1065.61,102648675.41390148
2017-04-01,1081.3,1130.3,1055.0,1075.3,55676.071385329,-0.5548876352538612,1092.65,60834459.399179734
2017-04-02,1114.99,1133.79,1062.15,1078.01,65813.090030015,-3.316621673736986,1097.97,72260798.46025556
2017-04-03,1090.003,1177.09,1076.19,1152.44,98146.821317261,5.72814937206596,1126.64,110576134.76887894
2017-04-04,1128.9,1186.99,1108.6,1133.0,75168.640922185,0.36318540171847896,1147.8,86278566.05048394
2017-04-05,1133.0,1174.4,1101.0,1131.8,70351.194959827,-0.10591350397176041,1137.7,80038554.50579518
2017-04-06,1162.93,1231.66,1115.07,1173.318,89406.588980926,0.8932609873337105,1173.36,104906115.24665932
2017-04-07,1191.5,1235.45,1166.0,1222.64,65331.772557817,2.613512379353764,1200.72,78445165.94562203
2017-04-08,1196.4,1233.17,1157.234,1211.93,41149.897741059,1.2980608492143073,1195.2,49182357.78011372
2017-04-09,1183.63,1250.71,1140.77,1211.0,48775.647291218,2.3123780235377516,1195.74,58322992.49200102
2017-04-10,1205.2,1256.72,1180.001,1193.445,50988.845028667,-0.9753567872552363,1218.36,62122769.22912672
2017-04-11,1209.99,1266.4,1183.3,1215.0,45610.903336866,0.41405300870255046,1224.85,55866514.95216032
2017-04-12,1258.17,1267.68,1199.231,1227.4,42527.325810257,-2.445615457370624,1233.46,52455755.29391961
2017-04-13,1217.61,1259.4,1141.0,1209.71,68832.05236752,-0.6488120169840806,1200.2,82612229.2514975
2017-04-14,1210.66,1242.42,1142.0,1184.53,53143.427493724,-2.1583268630333956,1192.21,63358125.69229269
2017-04-15,1206.7,1242.42,0.06,1178.8,33556.861842899,-2.3120908262202775,621.24,20846864.851282574
2017-04-16,1174.188,1239.39,1140.96,1228.73,31593.989906567,4.645082388850841,1190.18,37602534.90699791
2017-04-17,1195.82,1263.61,1161.0,1240.0,45491.540664428,3.6945359669515536,1212.3,55149394.74748606
2017-04-18,1199.999,1274.8,1169.11,1202.378,71982.047275215,0.19825016520846314,1221.96,87959182.48842172
2017-04-19,1256.69,1289.5,1170.0,1214.21,47049.506497608,-3.3803085884346986,1229.75,57859130.61543344
2017-04-20,1248.59,1326.9,1170.0,1308.5,65155.955607165,4.798212383568672,1248.45,81343952.77776515
2017-04-21,1308.7,1352.0,1205.99,1288.42,48433.00801769,-1.5496294032245719,1278.99,61945332.92454533
2017-04-22,1238.001,1354.9,1199.0,1258.0,41220.5351038,1.6154268049864275,1276.95,52636562.30079741
2017-04-23,1225.143,1359.0,1212.129,1239.037,36882.77109123,1.1340716961203716,1285.56,47415015.20404164
2017-04-24,1251.91,1359.6,1170.0,1242.617,32780.69136558,-0.7423057568036137,1264.8,41461018.43918558
2017-04-25,1345.0,1378.5,1170.0,1226.48,47756.61075248,-8.811895910780668,1274.25,60853861.251347646
2017-04-26,1249.632,1411.7,1225.1,1400.0,74480.92945019,12.032982510050953,1318.4,98195657.3871305
2017-04-27,1331.78,1449.7,1252.12,1298.03,64698.90215435,-2.534202345732779,1350.91,87402393.90933296
2017-04-28,1335.493,1447.0,1209.0,1294.001,67030.69580116,-3.1068676511220925,1328.0,89016764.02394049
2017-04-29,1254.1,1439.5,1247.6,1290.201,45573.129190699,2.8786380671397906,1343.55,61229777.724163644
2017-04-30,1290.201,1443.7,1236.61,1301.82013,37780.82200607,0.9005674309661861,1340.16,50632346.41965477
2017-05-01,1348.88,1560.0,1251.0001,1358.96,77918.878907809,0.747286637803209,1405.5,109514984.30492556
2017-05-02,1436.5,1604.6,1352.0,1447.75,64411.80268724,0.7831534980856248,1478.3,95219967.91254689
2017-05-03,1471.79,1627.0,1361.22,1385.634,76539.392913999,-5.853824254818959,1494.11,114358272.34673505
2017-05-04,1619.6,1702.0,1345.8,1563.39,133078.88113826,-3.4706100271671905,1523.9,202798906.96659443
2017-05-05,1607.2,1665.9,1325.0,1433.984,108036.473257989,-10.777501244400206,1495.45,161563143.93365964
