date,open,high,low,close,volume,%daily gain/loss,avg daily price,usd traded
2017-02-10,134.1,134.94,133.68,134.19,15061939,0.06711409395973408,134.31,2022969027.0900002
2017-02-13,134.7,134.7,133.7,134.05,13526221,-0.48255382331104474,134.2,1815218858.1999998
2017-02-14,134.1,134.23,132.55,133.85,14364877,-0.18642803877703207,133.39,1916130943.0299997
2017-02-15,133.45,133.7,132.66,133.44,13226534,-0.007493443237160664,133.18,1761509798.1200001
2017-02-16,133.07,133.87,133.02,133.84,12831092,0.5786428195686558,133.44,1712180916.48
2017-02-17,133.5,134.09,133.17,133.53,12276490,0.022471910112360403,133.63,1640507358.7
2017-02-21,133.5,133.91,132.9,133.72,14759109,0.16479400749063586,133.4,1968865140.6000001
2017-02-22,133.6,136.79,133.46,136.12,27360092,1.8862275449101875,135.12,3696895631.04
2017-02-23,135.89,136.12,134.33,135.36,18422549,-0.39002134079032513,135.23,2491281301.27
2017-02-24,134.16,135.62,134.16,135.44,12625742,0.9540846750149083,134.89,1703086338.3799999
2017-02-27,135.26,137.18,135.02,136.41,14306668,0.8502144018926554,136.1,1947137514.8
2017-02-28,136.79,136.81,134.75,135.54,16112092,-0.9138094889977337,135.78,2187699851.76
2017-03-01,136.47,137.48,136.3,137.42,16257010,0.6961236901883114,136.89,2225422098.8999996
2017-03-02,137.09,137.82,136.31,136.76,12294804,-0.2407177766430903,137.06,1685125836.24
2017-03-03,136.63,137.33,136.08,137.17,11160563,0.3952279879967738,136.71,1525760567.73
2017-03-06,136.88,137.83,136.51,137.42,12748179,0.3945061367621216,137.17,1748667713.4299998
2017-03-07,137.03,138.37,136.99,137.3,13527132,0.1970371451507044,137.68,1862415533.76
2017-03-08,137.15,137.99,137.05,137.72,10184514,0.4156033539919746,137.52,1400574365.2800002
2017-03-09,137.72,138.57,137.4,138.24,15535259,0.37757769387163104,137.99,2143710389.41
2017-03-10,138.91,139.49,138.22,138.79,16314113,-0.0863868691958855,138.86,2265377731.1800003
2017-03-13,138.71,139.68,138.67,139.6,10955450,0.6416264148222812,139.18,1524779531.0
2017-03-14,139.46,139.46,138.52,139.32,12944018,-0.10038720780153074,138.99,1799089061.8200002
2017-03-15,139.29,140.1,138.49,139.72,19344826,0.3087084499964153,139.3,2694734261.8
2017-03-16,140.2,140.25,139.73,139.99,13612942,-0.14978601997145474,139.99,1905675750.5800002
2017-03-17,140.34,140.34,139.7,139.84,20592818,-0.3562776115148924,140.02,2883406376.36
2017-03-20,139.71,140.19,139.25,139.94,12099471,0.16462672679120302,139.72,1690538088.12
2017-03-21,141.15,142.31,138.4,138.51,29894784,-1.870350690754527,140.36,4196031882.2400002
2017-03-22,137.93,139.79,137.6,139.59,17055449,1.2035090263176949,138.7,2365590776.2999997
2017-03-23,139.48,140.39,139.09,139.53,13022801,0.03584743332378217,139.74,1819806211.74
2017-03-24,140.08,141.02,139.76,140.34,16664683,0.18560822387206657,140.39,2339554846.37
2017-03-27,139.05,140.65,138.77,140.32,12800544,0.9133405249909972,139.71,1788364002.24
2017-03-28,140.36,141.95,140.01,141.76,14679436,0.9974351667141473,140.98,2069506887.2799997
2017-03-29,141.99,142.86,141.43,142.65,16527574,0.4648214663004413,142.15,2349394644.1
2017-03-30,142.4,142.95,141.85,142.41,12403997,0.007022471910105973,142.4,1766329172.8
2017-03-31,142.31,142.63,141.89,142.05,11478265,-0.18269974000420974,142.26,1632897978.8999999
2017-04-03,141.93,142.47,140.82,142.28,13563960,0.24660043683505553,141.64,1921199294.3999999
2017-04-04,141.86,142.09,141.27,141.73,12948599,-0.09163964472016345,141.68,1834557506.3200002
2017-04-05,142.26,143.44,141.29,141.85,17158059,-0.2882046956277215,142.36,2442621279.2400002
